epoch,accuracy,f1_score,learning_rate,loss,val_accuracy,val_f1_score,val_loss
0,0.2948453724384308,0.15192286670207977,0.0010000000474974513,1.8746012449264526,0.44262295961380005,0.16447211802005768,1.6081585884094238
1,0.4536082446575165,0.23206105828285217,0.0010000000474974513,1.4908455610275269,0.688524603843689,0.3745265007019043,1.1952511072158813
2,0.5793814659118652,0.3623239994049072,0.0010000000474974513,1.2318958044052124,0.7213114500045776,0.40413758158683777,0.93389892578125
3,0.6762886643409729,0.41334065794944763,0.0010000000474974513,0.9679995775222778,0.7540983557701111,0.44164949655532837,0.6574070453643799
4,0.6742268204689026,0.44742968678474426,0.0010000000474974513,0.8966152667999268,0.7704917788505554,0.6562238931655884,0.6356651186943054
5,0.7030927538871765,0.5022639632225037,0.0010000000474974513,0.7932656407356262,0.868852436542511,0.7510607242584229,0.4896015524864197
6,0.7896907329559326,0.6558725833892822,0.0010000000474974513,0.6343457698822021,0.9344262480735779,0.8136609792709351,0.3490930199623108
7,0.8123711347579956,0.6259593963623047,0.0010000000474974513,0.5770161151885986,0.9508196711540222,0.8443921804428101,0.26668041944503784
8,0.8474226593971252,0.7584474086761475,0.0010000000474974513,0.461982786655426,0.9180327653884888,0.8288530111312866,0.24476560950279236
9,0.8597938418388367,0.7796962857246399,0.0010000000474974513,0.43545305728912354,0.9508196711540222,0.8443921804428101,0.1851012408733368
10,0.8659793734550476,0.7554622888565063,0.0010000000474974513,0.3789297640323639,0.9672130942344666,0.855218768119812,0.1416177600622177
11,0.8742268085479736,0.8188948035240173,0.0010000000474974513,0.39124906063079834,0.9672130942344666,0.9762833118438721,0.17750667035579681
12,0.88453608751297,0.7702571749687195,0.0010000000474974513,0.3263545334339142,0.9344262480735779,0.829919695854187,0.1370968073606491
13,0.907216489315033,0.8441832065582275,0.0010000000474974513,0.27846023440361023,0.9672130942344666,0.9684847593307495,0.13021041452884674
14,0.923711359500885,0.8645894527435303,0.0010000000474974513,0.2542446255683899,0.9672130942344666,0.9684847593307495,0.10706666857004166
15,0.9360824823379517,0.9001553654670715,0.0010000000474974513,0.21711686253547668,0.9672130942344666,0.9684847593307495,0.10568435490131378
16,0.946391761302948,0.9135065078735352,0.0010000000474974513,0.19466203451156616,0.9672130942344666,0.9684847593307495,0.11245286464691162
17,0.9278350472450256,0.8399519920349121,0.0010000000474974513,0.19486813247203827,0.9672130942344666,0.9684847593307495,0.07718939334154129
18,0.9443299174308777,0.9083076119422913,0.0010000000474974513,0.15555669367313385,0.9672130942344666,0.9684847593307495,0.08982136100530624
19,0.9422680139541626,0.883595883846283,0.0010000000474974513,0.17437849938869476,0.9672130942344666,0.9684847593307495,0.1230180636048317
20,0.9484536051750183,0.9028031229972839,0.0010000000474974513,0.13899554312229156,0.9672130942344666,0.9684847593307495,0.07384947687387466
21,0.9319587349891663,0.855827271938324,0.0010000000474974513,0.1823219507932663,0.9836065769195557,0.9848483800888062,0.04263446852564812
22,0.923711359500885,0.8678914308547974,0.0010000000474974513,0.23744121193885803,0.9344262480735779,0.8976758718490601,0.14249591529369354
23,0.9319587349891663,0.8688579201698303,0.0010000000474974513,0.22630153596401215,0.9672130942344666,0.9684847593307495,0.0935821533203125
24,0.9443299174308777,0.9040018320083618,0.0010000000474974513,0.1644313633441925,1.0,0.9999999403953552,0.04476943612098694
